1,0,1,1,0,7,38,,,
1,0,0,1,1,8,38,,,
1,0,1,1,0,9,38,,,
1,0,1,0,0,10,38,,,
1,1,1,0,1,11,38,,,
0,1,1,0,0,12,38,,,
0,1,1,1,0,13,38,,,
0,1,0,1,1,14,38,,,
0,1,0,1,1,1,39,,,
0,1,1,1,0,2,39,,,
1,1,1,1,1,3,39,,,
0,1,1,1,0,4,39,,,
1,1,1,1,1,5,39,,,
1,1,1,0,1,6,39,,,
1,0,1,0,0,7,39,,,
1,0,1,1,0,8,39,,,
1,0,0,1,1,9,39,,,
1,0,1,1,0,10,39,,,
1,0,1,0,0,11,39,,,
1,1,1,0,1,12,39,,,
1,1,1,1,1,13,39,,,
1,0,1,1,0,14,39,,,
0,1,1,1,0,1,40,,,
0,1,1,0,0,2,40,,,
1,1,1,0,1,3,40,,,
1,0,1,0,0,4,40,,,
1,1,1,0,1,5,40,,,
1,1,1,1,1,6,40,,,
0,1,1,1,0,7,40,,,
1,1,1,1,1,8,40,,,
1,0,1,1,0,9,40,,,
1,0,0,1,1,10,40,,,
1,0,1,1,0,11,40,,,
1,0,1,0,0,12,40,,,
1,0,1,1,0,13,40,,,
1,0,0,1,1,14,40,,,
